paper_id,openalex_id,title,publication_year,journal,pdf_url,local_target
932,W2809445583,The association between “Brain‐Age Score” ( BAS ) and traditional neuropsychological screening tools in Alzheimer's disease,2018,Brain and Behavior,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.1020,data/pdfs/W2809445583.pdf
231,W4328095021,Review on Alzheimer Disease Detection Methods: Automatic Pipelines and Machine Learning Techniques,2023,Sci,https://www.mdpi.com/2413-4155/5/1/13/pdf?version=1679391054,data/pdfs/W4328095021.pdf
618,W4306840936,Validity and Performance of Blood Biomarkers for Alzheimer Disease to Predict Dementia Risk in a Large Clinic-Based Cohort,2022,Neurology,https://n.neurology.org/content/neurology/100/5/e473.full.pdf,data/pdfs/W4306840936.pdf
781,W3091990230,Associations between Vascular Function and Tau PET Are Associated with Global Cognition and Amyloid,2020,Journal of Neuroscience,https://www.jneurosci.org/content/jneuro/40/44/8573.full.pdf,data/pdfs/W3091990230.pdf
339,W3040436076,A Comprehensive Machine-Learning Model Applied to Magnetic Resonance Imaging (MRI) to Predict Alzheimer’s Disease (AD) in Older Subjects,2020,Journal of Clinical Medicine,https://www.mdpi.com/2077-0383/9/7/2146/pdf?version=1594192775,data/pdfs/W3040436076.pdf
583,W2904608802,Longitudinal multimodal MRI as prognostic and diagnostic biomarker in presymptomatic familial frontotemporal dementia,2018,Brain,https://academic.oup.com/brain/article-pdf/142/1/193/27295961/awy288.pdf,data/pdfs/W2904608802.pdf
376,W4365455508,Vision transformers for the prediction of mild cognitive impairment to Alzheimer’s disease progression using mid-sagittal sMRI,2023,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2023.1102869/pdf,data/pdfs/W4365455508.pdf
586,W4225113988,"Early dementia diagnosis, MCI‐to‐dementia risk prediction, and the role of machine learning methods for feature extraction from integrated biomarkers, in particular for EEG signal analysis",2022,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12645,data/pdfs/W4225113988.pdf
566,W3120660540,Decreased Retinal Vascular Density in Alzheimer’s Disease (AD) and Mild Cognitive Impairment (MCI): An Optical Coherence Tomography Angiography (OCTA) Study,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2020.572484/pdf,data/pdfs/W3120660540.pdf
281,W4389265315,A Deep Learning-Based Ensemble Method for Early Diagnosis of Alzheimer’s Disease using MRI Images,2023,Neuroinformatics,https://link.springer.com/content/pdf/10.1007/s12021-023-09646-2.pdf,data/pdfs/W4389265315.pdf
140,W4387661017,Etiology of White Matter Hyperintensities in Autosomal Dominant and Sporadic Alzheimer Disease,2023,JAMA Neurology,https://discovery.ucl.ac.uk/10185441/2/Fox_Etiology%20of%20White%20Matter%20Hyperintensities%20in%20Autosomal%20Dominant%20and%20Sporadic%20Alzheimer%20Disease_AAM.pdf,data/pdfs/W4387661017.pdf
372,W4323315257,Pixel-Level Fusion Approach with Vision Transformer for Early Detection of Alzheimer’s Disease,2023,Electronics,https://www.mdpi.com/2079-9292/12/5/1218/pdf?version=1677850586,data/pdfs/W4323315257.pdf
309,W4294489618,Ensemble learning using traditional machine learning and deep neural network for diagnosis of Alzheimer’s disease,2022,IBRO Neuroscience Reports,http://www.ibroneuroreports.org/article/S2667242122000628/pdf,data/pdfs/W4294489618.pdf
70,W3126870425,Diagnosis of Alzheimer Disease Using 2D MRI Slices by Convolutional Neural Network,2021,Applied Bionics and Biomechanics,https://downloads.hindawi.com/journals/abb/2021/6690539.pdf,data/pdfs/W3126870425.pdf
262,W3087344810,DeTrAs: deep learning-based healthcare framework for IoT-based assistance of Alzheimer patients,2020,Neural Computing and Applications,https://link.springer.com/content/pdf/10.1007/s00521-020-05327-2.pdf,data/pdfs/W3087344810.pdf
318,W2949876223,Diagnosis and monitoring of Alzheimer's patients using classical and deep learning techniques,2019,Expert Systems with Applications,https://research.edgehill.ac.uk/ws/files/30035222/diagnosis_and_monitoring_of_Alzheimers_patients_R3_v2.1.pdf,data/pdfs/W2949876223.pdf
873,W4206382244,The Worldwide Alzheimer's Disease Neuroimaging Initiative: ADNI‐3 updates and global perspectives,2021,Alzheimer s & Dementia Translational Research & Clinical Interventions,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/trc2.12226,data/pdfs/W4206382244.pdf
560,W2981088775,A multipredictor model to predict the conversion of mild cognitive impairment to Alzheimer’s disease by using a predictive nomogram,2019,Neuropsychopharmacology,https://www.nature.com/articles/s41386-019-0551-0.pdf,data/pdfs/W2981088775.pdf
109,W2998727031,White matter hyperintensities and CSF Alzheimer disease biomarkers in preclinical Alzheimer disease,2019,Neurology,https://n.neurology.org/content/neurology/94/9/e950.full.pdf,data/pdfs/W2998727031.pdf
206,W4281826907,Deep Learning Model for Prediction of Progressive Mild Cognitive Impairment to Alzheimer’s Disease Using Structural MRI,2022,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2022.876202/pdf,data/pdfs/W4281826907.pdf
313,W3212617687,Improved Alzheimer’s Disease Detection by MRI Using Multimodal Machine Learning Algorithms,2021,Diagnostics,https://www.mdpi.com/2075-4418/11/11/2103/pdf?version=1636802165,data/pdfs/W3212617687.pdf
837,W3096471621,Protein contributions to brain atrophy acceleration in Alzheimer’s disease and primary age-related tauopathy,2020,Brain,https://academic.oup.com/brain/article-pdf/143/11/3463/36135001/awaa299.pdf,data/pdfs/W3096471621.pdf
168,W3048824820,Statistical Disease Progression Modeling in Alzheimer Disease,2020,Frontiers in Big Data,https://www.frontiersin.org/articles/10.3389/fdata.2020.00024/pdf,data/pdfs/W3048824820.pdf
616,W2886816095,How early can we diagnose Alzheimer disease (and is it sufficient)?,2018,Neurology,https://n.neurology.org/content/neurology/91/9/395.full.pdf,data/pdfs/W2886816095.pdf
225,W4367597246,Revealing Individual Neuroanatomical Heterogeneity in Alzheimer Disease Using Neuroanatomical Normative Modeling,2023,Neurology,https://n.neurology.org/content/neurology/early/2023/04/29/WNL.0000000000207298.full.pdf,data/pdfs/W4367597246.pdf
509,W4285246255,Automated Detection of Alzheimer’s Disease and Mild Cognitive Impairment Using Whole Brain MRI,2022,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09787548.pdf,data/pdfs/W4285246255.pdf
751,W2980696962,Tau PET and multimodal brain imaging in patients at risk for chronic traumatic encephalopathy,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219303754/pdf,data/pdfs/W2980696962.pdf
754,W2894000069,MRI predictors of amyloid pathology: results from the EMIF-AD Multimodal Biomarker Discovery study,2018,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-018-0428-1,data/pdfs/W2894000069.pdf
940,W4304893033,"A practical Alzheimer’s disease classifier via brain imaging-based deep learning on 85,721 samples",2022,Journal Of Big Data,https://journalofbigdata.springeropen.com/counter/pdf/10.1186/s40537-022-00650-y,data/pdfs/W4304893033.pdf
570,W3199655522,Synthesis of human amyloid restricted to liver results in an Alzheimer disease–like neurodegenerative phenotype,2021,PLoS Biology,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3001358&type=printable,data/pdfs/W3199655522.pdf
555,W3192083518,Predicting MCI to AD Conversation Using Integrated sMRI and rs-fMRI: Machine Learning and Graph Theory Approach,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2021.688926/pdf,data/pdfs/W3192083518.pdf
522,W2938913676,Mild cognitive impairment and kidney disease: clinical aspects,2019,Nephrology Dialysis Transplantation,https://academic.oup.com/ndt/article-pdf/35/1/10/31837750/gfz051.pdf,data/pdfs/W2938913676.pdf
770,W2935805765,Longitudinal tau-PET uptake and atrophy in atypical Alzheimer's disease,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219301731/pdf,data/pdfs/W2935805765.pdf
238,W4386324526,Amyloid-related Imaging Abnormalities in Alzheimer Disease Treated with Anti–Amyloid-β Therapy,2023,Radiographics,https://pmc.ncbi.nlm.nih.gov/articles/PMC10715974/pdf/nihms-1941053.pdf,data/pdfs/W4386324526.pdf
205,W4281785271,Alzheimer’s Disease Diagnosis and Biomarker Analysis Using Resting-State Functional MRI Functional Brain Network With Multi-Measures Features and Hippocampal Subfield and Amygdala Volume of Structural MRI,2022,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2022.818871/pdf,data/pdfs/W4281785271.pdf
210,W3134766823,Multiparametric Quantitative MRI in Neurological Diseases,2021,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2021.640239/pdf,data/pdfs/W3134766823.pdf
277,W3083429304,Identifying Early Mild Cognitive Impairment by Multi-Modality MRI-Based Deep Learning,2020,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2020.00206/pdf,data/pdfs/W3083429304.pdf
563,W3014606235,Predicting Alzheimer’s Disease Conversion From Mild Cognitive Impairment Using an Extreme Learning Machine-Based Grading Method With Multimodal Data,2020,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2020.00077/pdf,data/pdfs/W3014606235.pdf
526,W2913188728,Computerized cognitive training for Chinese mild cognitive impairment patients: A neuropsychological and fMRI study,2019,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158219300415/pdf,data/pdfs/W2913188728.pdf
700,W4385986816,Machine learning with multimodal neuroimaging data to classify stages of Alzheimer’s disease: a systematic review and meta-analysis,2023,Cognitive Neurodynamics,https://link.springer.com/content/pdf/10.1007/s11571-023-09993-5.pdf,data/pdfs/W4385986816.pdf
536,W4385382016,Optimizing detection of Alzheimer’s disease in mild cognitive impairment: a 4-year biomarker study of mild behavioral impairment in ADNI and MEMENTO,2023,Molecular Neurodegeneration,https://molecularneurodegeneration.biomedcentral.com/counter/pdf/10.1186/s13024-023-00631-6,data/pdfs/W4385382016.pdf
890,W4282051840,Novelty-Related fMRI Responses of Precuneus and Medial Temporal Regions in Individuals at Risk for Alzheimer Disease,2022,Neurology,https://n.neurology.org/content/neurology/99/8/e775.full.pdf,data/pdfs/W4282051840.pdf
224,W3095441110,Comparison of Transfer Learning and Conventional Machine Learning Applied to Structural Brain MRI for the Early Diagnosis and Prognosis of Alzheimer's Disease,2020,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2020.576194/pdf,data/pdfs/W3095441110.pdf
753,W3179066206,Association of Apolipoprotein E ɛ4 Allele With Clinical and Multimodal Biomarker Changes of Alzheimer Disease in Adults With Down Syndrome,2021,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2781524/jamaneurology_bejanin_2021_oi_210031_1628705003.15182.pdf,data/pdfs/W3179066206.pdf
505,W2940810421,Beta Amyloid Deposition Is Not Associated With Cognitive Impairment in Parkinson's Disease,2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.00391/pdf,data/pdfs/W2940810421.pdf
621,W4380872842,The Use of Tau PET to Stage Alzheimer Disease According to the Braak Staging Framework,2023,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/early/2023/06/15/jnumed.122.265200.full.pdf,data/pdfs/W4380872842.pdf
342,W3128219323,Machine Learning for Diagnosis of AD and Prediction of MCI Progression From Brain MRI Using Brain Anatomical Analysis Using Diffeomorphic Deformation,2021,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2020.576029/pdf,data/pdfs/W3128219323.pdf
542,W2802777797,MRI Characterizes the Progressive Course of AD and Predicts Conversion to Alzheimer’s Dementia 24 Months Before Probable Diagnosis,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00135/pdf,data/pdfs/W2802777797.pdf
903,W4313458172,Hippocampus Segmentation-Based Alzheimer’s Disease Diagnosis and Classification of MRI Images,2023,Arabian Journal for Science and Engineering,https://link.springer.com/content/pdf/10.1007/s13369-022-07538-2.pdf,data/pdfs/W4313458172.pdf
544,W3123552687,Cognitive and MRI trajectories for prediction of Alzheimer’s disease,2021,Scientific Reports,https://www.nature.com/articles/s41598-020-78095-7.pdf,data/pdfs/W3123552687.pdf
772,W3176722257,"Associations of longitudinal plasma p-tau181 and NfL with tau-PET, Aβ-PET and cognition",2021,Journal of Neurology Neurosurgery & Psychiatry,https://jnnp.bmj.com/content/jnnp/92/12/1289.full.pdf,data/pdfs/W3176722257.pdf
26,W4401811647,Alzheimer Disease Anti-Amyloid Immunotherapies: Imaging Recommendations and Practice Considerations for Monitoring of Amyloid-Related Imaging Abnormalities,2024,American Journal of Neuroradiology,https://www.ajnr.org/content/ajnr/early/2024/08/23/ajnr.A8469.full.pdf,data/pdfs/W4401811647.pdf
637,W4289110448,HTLML: Hybrid AI Based Model for Detection of Alzheimer’s Disease,2022,Diagnostics,https://www.mdpi.com/2075-4418/12/8/1833/pdf?version=1659435579,data/pdfs/W4289110448.pdf
438,W4390777660,Unlocking the Potential of XAI for Improved Alzheimer’s Disease Detection and Classification Using a ViT-GRU Model,2024,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10385046.pdf,data/pdfs/W4390777660.pdf
578,W3029648427,LTP-like cortical plasticity predicts conversion to dementia in patients with memory impairment,2020,Brain stimulation,http://www.brainstimjrnl.com/article/S1935861X20301121/pdf,data/pdfs/W3029648427.pdf
846,W2947268790,Subtypes of Alzheimer's Disease Display Distinct Network Abnormalities Extending Beyond Their Pattern of Brain Atrophy,2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.00524/pdf,data/pdfs/W2947268790.pdf
510,W2944810266,Association of Brain Magnetic Resonance Imaging Signs With Cognitive Outcomes in Persons With Nonimpaired Cognition and Mild Cognitive Impairment,2019,JAMA Network Open,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2733170/wu_2019_oi_190147.pdf,data/pdfs/W2944810266.pdf
347,W2911617196,k-Skip-n-Gram-RF: A Random Forest Based Method for Alzheimer's Disease Protein Identification,2019,Frontiers in Genetics,https://www.frontiersin.org/articles/10.3389/fgene.2019.00033/pdf,data/pdfs/W2911617196.pdf
788,W2908610540,18F-FDG-PET Detects Drastic Changes in Brain Metabolism in the Tg4–42 Model of Alzheimer’s Disease,2019,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00425/pdf,data/pdfs/W2908610540.pdf
499,W2886925844,Utilizing semantic intrusions to identify amyloid positivity in mild cognitive impairment,2018,Neurology,https://n.neurology.org/content/neurology/91/10/e976.full.pdf,data/pdfs/W2886925844.pdf
652,W4403343940,"Speech based detection of Alzheimer’s disease: a survey of AI techniques, datasets and challenges",2024,Artificial Intelligence Review,https://link.springer.com/content/pdf/10.1007/s10462-024-10961-6.pdf,data/pdfs/W4403343940.pdf
629,W3005937372,Predicting sporadic Alzheimer's disease progression via inherited Alzheimer's disease‐informed machine‐learning,2020,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12032,data/pdfs/W3005937372.pdf
63,W2891079125,An MRI measure of degenerative and cerebrovascular pathology in Alzheimer disease,2018,Neurology,https://n.neurology.org/content/neurology/91/15/e1402.full.pdf,data/pdfs/W2891079125.pdf
785,W4389506161,"The BrainLat project, a multimodal neuroimaging dataset of neurodegeneration from underrepresented backgrounds",2023,Scientific Data,https://www.nature.com/articles/s41597-023-02806-8.pdf,data/pdfs/W4389506161.pdf
